&#x1E6D;	&#x1E6D;		
&#x1E6F;	&#x1E6F;		
&etilde;	&#x1EBD;		
&ecircacu;	&#x1EBF;		
&odb;	&#x1ECD;		
&olenis;	&#x1ECF;		
&ygra;	&#x1EF3;		
&ytilde;	&#x1EF9;		
&galenis;	&#x1F00;		1
&gaasper;	&#x1F01;		1
&gaaspergra;	&#x1F03;		1
&galenisacu;	&#x1F04;		1
&gaasperacu;	&#x1F05;		1
&gasperacu;	&#x1F05;		1
&galenistilde;	&#x1F06;		1
&gaaspertilde;	&#x1F07;		1
&gAlenis;	&#x1F08;		1
&gAasper;	&#x1F09;		1
&gAlenisacu;	&#x1F0C;		1
&gelenis;	&#x1F10;		1
&geasper;	&#x1F11;		1
&gelenisacu;	&#x1F14;		1
&geasperacu;	&#x1F15;		1
&gElenis;	&#x1F18;		1
&gEasper;	&#x1F19;		1
&gElenisacu;	&#x1F1C;		1
&ghlenis;	&#x1F20;		1
&ghasper;	&#x1F21;		1
&ghlenisgra;	&#x1F22;		1
&gilenisacu;	&#x1F24;		1
&ghlenisacu;	&#x1F24;		1
&ghasperacu;	&#x1F25;		1
&ghaspertilde;	&#x1F27;		1
&gHasperacu;	&#x1F2C;		1
&#x1F30;	&#x1F30;		
&gilenis;	&#x1F30;		1
&giasper;	&#x1F31;		1
&gisperacu;	&#x1F35;		1
&giasperacu;	&#x1F35;		1
&giaspertilde;	&#x1F37;		1
&#x1F38;	&#x1F38;		
&gIlenis;	&#x1F38;		1
&gIlenisacu;	&#x1F3C;		1
&golenis;	&#x1F40;		1
&goasper;	&#x1F41;		1
&goaspergra;	&#x1F43;		1
&golenisacu;	&#x1F44;		1
&goasperacu;	&#x1F45;		1
&gOlenis;	&#x1F48;		1
&gOlenisacu;	&#x1F4C;		1
&gulenis;	&#x1F50;		1
&#x1F51;	&#x1F51;		
&guasper;	&#x1F51;		1
&gulenisacu;	&#x1F54;		1
&guasperacu;	&#x1F55;		1
&gulenistilde;	&#x1F56;		1
&guaspertilde;	&#x1F57;		1
&gYasper;	&#x1F59;		1
&gwlenis;	&#x1F60;		1
&gwasper;	&#x1F61;		1
&gwlenisgra;	&#x1F62;		1
&gwlenisacu;	&#x1F64;		1
&gwasperacu;	&#x1F65;		1
&gwlenistilde;	&#x1F66;		1
&gwaspertilde;	&#x1F67;		1
&gagra;	&#x1F70;		1
&gaacute;	&#x1F71;		1
&gaacu;	&#x1F71;		1
&gegra;	&#x1F72;		1
&ghgra;	&#x1F74;		1
&ghacu;	&#x1F75;		1
&gigra;	&#x1F76;		1
&#x1F76;	&#x1F76;		
&giacu;	&#x1F77;		1
&gogra;	&#x1F78;		1
&goacu;	&#x1F79;		1
&gugra;	&#x1F7A;		1
&guacu;	&#x1F7B;		1
&gwgra;	&#x1F7C;		1
&#x1F7C;	&#x1F7C;		
&gwacu;	&#x1F7D;		1
&#x1F88;	&#x1F88;		
&gwlenisiota;	&#x1FA0;		1
&alphamac;	&#x1FB1;		1
&gamac;	&#x1FB1;		1
&gaiota;	&#x1FB3;		1
&gaiotab;	&#x1FB3;		1
&gaiotaacu;	&#x1FB4;		1
&gatilde;	&#x1FB6;		1
&gatildeiota;	&#x1FB7;		1
&ghiotagra;	&#x1FC2;		1
&ghiota;	&#x1FC3;		1
&ghacuiota;	&#x1FC4;		1
&ghtilde;	&#x1FC6;		1
&ghtildeiota;	&#x1FC7;		1
&ghiotatilde;	&#x1FC7;		1
&gimac;	&#x1FD1;		1
&giumlacu;	&#x1FD3;		1
&gitilde;	&#x1FD6;		1
&gubreve;	&#x1FE0;		1
&gumac;	&#x1FE1;		1
&rlenis;	&#x1FE4;		1
&grasper;	&#x1FE5;		1
&#x1FE6;	&#x1FE6;		
&gutilde;	&#x1FE6;		1
&#x1FE7;	&#x1FE7;		
&gRasper;	&#x1FEC;		1
&gwiota;	&#x1FF3;		1
&wtilde;	&#x1FF6;		1
&gwtilde;	&#x1FF6;		1
&gwiotatilde;	&#x1FF7;		1
&ndash;	&#x2013;		
&mdash;	&#x2014;		
&vrs;	&#x2016;		1
&wa;	&#x2018;		
&lsquo;	&#x2018;		
&dl;	&#x2018;		
&ocq;	&#x2019;		
&rsquo;	&#x2019;		
&lsquor;	&#x2019;		
&ldquo;	&#x201C;		
&rdquo;	&#x201D;		
&ldquor;	&#x201D;		
&cdq;	&#x201D;		
&opq;	&#x201E;		
&dagger;	&#x2020;		
&dd;	&#x2025;		1
&dddd;	&#x2026;		
&ddd;	&#x2026;		
&pt;	&#x2030;		
&permil;	&#x2030;		
&prime;	&#x2032;		
&Prime;	&#x2033;		
&msec;	&#x2034;		1
&firb;	&#x203F;		1
&trb;	&#x2040;		1
&trs;	&#x2042;		1
&#x2042;	&#x2042;		
&sup0;	&#x2070;		1
&sup4;	&#x2074;		1
&sup5;	&#x2075;		1
&sup6;	&#x2076;		1
&sup7;	&#x2077;		1
&sup8;	&#x2078;		1
&sup9;	&#x2079;		1
&#x207B;	&#x207B;		
&sub0;	&#x2080;		1
&sub1;	&#x2081;		1
&sub2;	&#x2082;		1
&#x2082;	&#x2082;		
&sub3;	&#x2083;		1
&sub4;	&#x2084;		1
&sub5;	&#x2085;		1
&sub6;	&#x2086;		1
&sub7;	&#x2087;		1
&sub8;	&#x2088;		1
&sub9;	&#x2089;		1
&#x208B;	&#x208B;		
&#x2114;	&#x2114;		
&lbbar;	&#x2114;		1
&frac13;	&#x2153;		1
&frac23;	&#x2154;		1
&frac18;	&#x2155;		
&frac38;	&#x215C;		
&frac58;	&#x215D;		
&arrow;	&#x2192;		1
&larr;	&#x2192;		1
&rarr;	&#x2192;		1
&sup;	&#x2212;		
&minus;	&#x2212;		
&supsol;	&#x2215;		
&sr;	&#x221A;		
&radic;	&#x221A;		
&root3;	&#x221B;		1
&inf;	&#x221E;		
&ang;	&#x2220;		1
&pyr;	&#x2227;		1
&hc;	&#x222A;		1
&int;	&#x222B;		
&hdot;	&#x2234;		1
&there4;	&#x2234;		1
&be;	&#x2235;		1
&ea;	&#x2245;		1
&ne;	&#x2260;		
&qp;	&#x2263;		1
&le;	&#x2266;		1
&cont;	&#x2282;		1
&ogt;	&#x228F;		1
&it;	&#x22A5;		1
&#x230A;	&#x230A;		
&tri;	&#x25B3;		1
&itri;	&#x25BF;		1
&hand;	&#x261E;		1
&fm;	&#x2640;		1
&male;	&#x2642;		1
&clubs;	&#x2660;		1
&flat;	&#x266D;		1
&natur;	&#x266E;		1
&nat;	&#x266E;		1
&sharp;	&#x266F;		1
&sbreve;	&#xE002;	E002	1
&zbreve;	&#xE004;	E004	1
&aecirc;	&#xE006;	E006	1
&oemac;	&#xE007;	E007	1
&oslashmacr;	&#xE009;	E009	1
&smacr;	&#xE00F;	E00F	1
&gemac;	&#xE019;	E019	1
&emacgra;	&#xE01B;	E01B	1
&ering;	&#xE01C;	E01C	1
&mmacr;	&#xE02F;	E02F	1
&jacute;	&#xE059;	E059	1
&oudholspond;	&#xE066;	E066	1
&Gkey;	&#xE069;	E069	1
&kibreve;	&#xE06E;	E06E	1
&emacu;	&#xE073;	E073	
&aibreveb;	&#xE078;	E078	1
&eibreveb;	&#xE079;	E079	1
&ibreveb;	&#xE07A;	E07A	1
&oberb;	&#xE07B;	E07B	1
&umacb;	&#xE07C;	E07C	1
&ubreveb;	&#xE07C;	E07C	1
&uibr;	&#xE07C;	E07C	1
&amacacu;	&#xE07D;	E07D	1
&umacacu;	&#xE07F;	E07F	1
&amacbreve;	&#xE080;	E080	1
&emacbreve;	&#xE081;	E081	1
&imacbreve;	&#xE082;	E082	1
&omacbreve;	&#xE083;	E083	1
&umacbreve;	&#xE084;	E084	1
&ltilde;	&#xE088;	E088	1
&langb;	&#xE08E;	E08E	1
&mangb;	&#xE08F;	E08F	1
&nangb;	&#xE090;	E090	1
&rangb;	&#xE091;	E091	1
&umlcirc;	&#xE0A6;	E0A6	1
&eaa;	&#xE0B3;	E0B3	1
&eu;	&#xE0B5;	E0B5	1
&eo;	&#xE0BC;	E0BC	1
&oang;	&#xE0C1;	E0C1	1
&oring;	&#xE0C1;	E0C1	1
&ptilde;	&#xE0C5;	E0C5	1
&rtilde;	&#xE0C6;	E0C6	1
&Nangb;	&#xE0DF;	E0DF	1
&Omacgra;	&#xE0E0;	E0E0	1
&Oumlcirc;	&#xE0E1;	E0E1	1
&Rangb;	&#xE0E2;	E0E2	1
&abreveb;	&#xE0E3;	E0E3	1
&aemaccirc;	&#xE0E4;	E0E4	1
&ddba;	&#xE0E5;	E0E5	1
&aiota;	&#xE0E6;	E0E6	1
&allabreve;	&#xE0E7;	E0E7	1
&amacang;	&#xE0E8;	E0E8	1
&aumlcirc;	&#xE0E9;	E0E9	1
&cdba;	&#xE0EA;	E0EA	1
&cmacr;	&#xE0EB;	E0EB	1
&cvb;	&#xE0EC;	E0EC	1
&ds;	&#xE0ED;	E0ED	1
&ebreveacu;	&#xE0EE;	E0EE	1
&ebreveb;	&#xE0EF;	E0EF	1
&eda;	&#xE0F0;	E0F0	1
&edba;	&#xE0F1;	E0F1	1
&edbmac;	&#xE0F2;	E0F2	1
&edt;	&#xE0F3;	E0F3	1
&eecirc;	&#xE0F4;	E0F4	1
&eemac;	&#xE0F5;	E0F5	1
&emaccirc;	&#xE0F6;	E0F6	1
&etacb;	&#xE0F7;	E0F7	1
&ett;	&#xE0F8;	E0F8	1
&eumlbreve;	&#xE0F9;	E0F9	1
&eumltilde;	&#xE0FA;	E0FA	1
&gabreveacu;	&#xE0FB;	E0FB	1
&gacute;	&#xE0FC;	E0FC	1
&gamacacu;	&#xE0FD;	E0FD	1
&gate;	&#xE0FE;	E0FE	1
&gdlenis;	&#xE0FF;	E0FF	1
&geacu;	&#xE100;	E100	1
&geaspergra;	&#xE101;	E101	1
&ghlenistilde;	&#xE102;	E102	1
&giibrb;	&#xE103;	E103	1
&gilenistilde;	&#xE104;	E104	1
&gimacacu;	&#xE105;	E105	1
&gotilde;	&#xE106;	E106	1
&grlenis;	&#xE107;	E107	1
&gwati;	&#xE108;	E108	1
&ibreveacu;	&#xE109;	E109	1
&icacu;	&#xE10B;	E10B	1
&icuml;	&#xE10C;	E10C	1
&iehacek;	&#xE10D;	E10D	1
&ieibreveb;	&#xE10E;	E10E	1
&iemacb;	&#xE10F;	E10F	1
&iemacr;	&#xE110;	E110	1
&imacacu;	&#xE111;	E111	1
&imacbb;	&#xE112;	E112	1
&imaccirc;	&#xE113;	E113	1
&intab;	&#xE114;	E114	1
&ith;	&#xE115;	E115	1
&jmacr;	&#xE116;	E116	1
&kangb;	&#xE117;	E117	1
&kcirc;	&#xE118;	E118	1
&lasper;	&#xE119;	E119	1
&macucb;	&#xE11A;	E11A	1
&mf;	&#xE11B;	E11B	1
&nca;	&#xE11C;	E11C	1
&nmacr;	&#xE11D;	E11D	1
&noacu;	&#xE11E;	E11E	1
&not;	&#xE11F;	E11F	1
&obo;	&#xE120;	E120	1
&obreveb;	&#xE121;	E121	1
&obrevelenis;	&#xE122;	E122	1
&oumlb;	&#xE123;	E123	1
&odia;	&#xE123;	E123	1
&oeacute;	&#xE124;	E124	1
&oebreve;	&#xE125;	E125	1
&oecirc;	&#xE126;	E126	1
&oegra;	&#xE127;	E127	1
&oemaccirc;	&#xE128;	E128	1
&omaccirc;	&#xE129;	E129	1
&omacemac;	&#xE12A;	E12A	1
&oocirc;	&#xE12B;	E12B	1
&oumlcirc;	&#xE12D;	E12D	1
&oumlgra;	&#xE12E;	E12E	1
&pmacr;	&#xE12F;	E12F	1
&prmac;	&#xE130;	E130	1
&puml;	&#xE131;	E131	1
&qacu;	&#xE132;	E132	1
&qacute;	&#xE132;	E132	1
&remac;	&#xE133;	E133	1
&rmacr;	&#xE134;	E134	1
&rmac;	&#xE134;	E134	1
&rnmac;	&#xE135;	E135	1
&rootpn;	&#xE136;	E136	1
&sdia;	&#xE137;	E137	1
&sgra;	&#xE138;	E138	1
&tm;	&#xE139;	E139	1
&tris;	&#xE13A;	E13A	1
&uangacu;	&#xE13B;	E13B	1
&uangb;	&#xE13C;	E13C	1
&uangtilde;	&#xE13D;	E13D	1
&uasper;	&#xE13E;	E13E	1
&umacuml;	&#xE13F;	E13F	1
&uumlibr;	&#xE140;	E140	1
&uumlibrb;	&#xE141;	E141	1
&uumlmaccirc;	&#xE142;	E142	1
&xmac;	&#xE143;	E143	1
&ybreve;	&#xE144;	E144	1
&ycaron;	&#xE145;	E145	1
&zerothree;	&#xE146;	E146	1
&ddddd;	&#xE147;	E147	1
&dddddd;	&#xE148;	E148	1
&dum;	&#xE149;	E149	1
&fs;	&#xE14A;	E14A	1
&oced;	&#xE14B;	E14B	1
&umaccirc;	&#xE14C;	E14C	1
&uumlcirc;	&#xE14C;	E14C	1
&agothic;	&#xF421;	F421	1
&bgothic;	&#xF422;	F422	1
&cgothic;	&#xF423;	F423	1
&dgothic;	&#xF424;	F424	1
&egothic;	&#xF425;	F425	1
&supM;	<sup>M</sup>		
&suby;	<sub>y</sub>		
&supS;	<sup>S</sup>		
&supperiod;	<sub>.</sub>		
&supw;	<sup>w</sup>		
&subg;	<sub>g</sub>		
&supden;	<sup>den</sup>		
&supP;	<sup>P</sup>		
&supg;	<sup>g</sup>		
&supdquo;	<sup>"</sup>		
&supd;	<sup>d</sup>		
&supast;	<sup>*</sup>		
&supv;	<sup>v</sup>		
&subz;	<sub>z</sub>		
&subperiod;	<sub>.</sub>		
&subs;	<sub>s</sub>		
&subo;	<sub>o</sub>		
&supspace;	<sup> </sup>		
&subn;	<sub>n</sub>		
&supm;	<sup>m</sup>		
&suprpar;	<sup>)</sup>		
&supe;	<sup>e</sup>		
&subr;	<sub>r</sub>		
&subO;	<sub>O</sub>		
&subspace;	<sub> </sub>		
&supA;	<sup>A</sup>		
&subplus;	<sub>+</sub>		
&supl;	<sup>l</sup>		
&supu;	<sup>u</sup>		
&supL;	<sup>L</sup>		
&supI;	<sup>I</sup>		
&suph;	<sup>h</sup>		
&supb;	<sup>b</sup>		
&subc;	<sub>c</sub>		
&supp;	<sup>p</sup>		
&supexcl;	<sup>!</sup>		
&supf;	<sup>f</sup>		
&sub;	<sub></sub>		
&supx;	<sup>x</sup>		
&subminus;	<sub>-</sub>		
&subd;	<sub>d</sub>		
&subw;	<sub>w</sub>		
&supy;	<sup>y</sup>		
&sube;	<sub>e</sub>		
&subN;	<sub>N</sub>		
&supplus;	<sup>+</sup>		
&supz;	<sup>z</sup>		
&subh;	<sub>h</sub>		
&subk;	<sub>k</sub>		
&supj;	<sup>j</sup>		
&subp;	<sub>p</sub>		
&subi;	<sub>i</sub>		
&supQ;	<sup>Q</sup>		
&supC;	<sup>C</sup>		
&supr;	<sup>r</sup>		
&supt;	<sup>t</sup>		
&supc;	<sup>c</sup>		
&suba;	<sub>a</sub>		
&supk;	<sup>k</sup>		
&subM;	<sub>M</sub>		
&subI;	<sub>I</sub>		
&subb;	<sub>b</sub>		
&sups;	<sup>s</sup>		
&subm;	<sub>m</sub>		
&subB;	<sub>B</sub>		
&suplpar;	<sup>(</sup>		
&supminus;	<sup>-</sup>		
&supi;	<sup>i</sup>		
&subx;	<sub>x</sub>		
&supn;	<sup>n</sup>		
&subv;	<sub>v</sub>		
&cperiod;	<sub>.</sub>		
